Year,Month,Country,Passengers,Flights,Freight (tonnes)
1997,4,UAE,71049.0,505.0,35258.0
1997,4,Turkey,84215.0,584.0,41185.0
1997,4,Singapore,52314.0,368.0,33182.0
1997,4,Thailand,108342.0,695.0,42936.0
1997,4,Saudi Arabia,38433.0,265.0,11074.0
1997,5,United States,1060821.0,7022.0,472430.0
1997,5,China,331838.0,2202.0,139770.0
1997,5,Italy,337016.0,2222.0,214217.0
1997,5,Mexico,350119.0,2351.0,106501.0
1997,5,Canada,254258.0,1714.0,144228.0
1997,5,Japan,453656.0,3041.0,141635.0
1997,5,Germany,441197.0,3017.0,305788.0
1997,5,United Kingdom,353962.0,2323.0,211014.0
1997,5,France,282784.0,1933.0,199532.0
1997,5,India,148053.0,996.0,75732.0
1997,5,Brazil,104840.0,734.0,51939.0
1997,5,Australia,99987.0,680.0,58761.0
1997,5,South Korea,167211.0,1156.0,90347.0
1997,5,Spain,190665.0,1345.0,138619.0
1997,5,Netherlands,126661.0,815.0,58516.0
1997,5,UAE,,,
1997,5,Turkey,85383.0,552.0,42157.0
1997,5,Singapore,57944.0,368.0,23390.0
1997,5,Thailand,100366.0,684.0,46144.0
1997,5,Saudi Arabia,45502.0,274.0,18526.0
1997,6,United States,-453064.0,-2992.0,-160648.0
1997,6,Chna,336752.0,2235.0,145127.0
1997,6,Italy,322609.0,2136.0,109080.0
1997,6,Mexico,334782.0,2262.0,156424.0
1997,6,Canada,222051.0,1488.0,121547.0
1997,6,Japan,459062.0,3107.0,215980.0
1997,6,Germany,457358.0,3125.0,204648.0
1997,6,United Kingdom,395266.0,2630.0,154291.0
1997,6,France,323367.0,2164.0,177326.0
1997,6,India,155148.0,1005.0,61359.0
1997,6,Brazil,131660.0,862.0,59484.0
1997,6,Australia,104617.0,677.0,62359.0
1997,6,South Korea,184018.0,1209.0,97147.0
1997,6,Spain,207675.0,1364.0,119506.0
1997,6,Netherlands,124426.0,837.0,55089.0
1997,6,UAE,75406.0,477.0,28459.0
1997,6,Turkey,91970.0,636.0,40932.0
1997,6,Singapore,61337.0,382.0,17745.0
1997,6,Thailand,103388.0,681.0,32391.0
1997,6,Saudi Arabia,34137.0,259.0,19330.0
1997,7,United States,1047635.0,6971.0,700671.0
1997,7,China,336015.0,2252.0,175641.0
1997,7,Italy,372005.0,2453.0,200641.0
1997,7,Mexico,318580.0,2078.0,135986.0
1997,7,Canada,229846.0,1517.0,88171.0
1997,7,Japan,478762.0,3182.0,164601.0
1997,7,Germany,410491.0,2674.0,214340.0
1997,7,United Kingdom,396464.0,2643.0,135396.0
1997,7,France,328831.0,2174.0,190296.0
1997,7,India,160935.0,1046.0,52920.0
1997,7,Brazil,123083.0,757.0,56221.0
1997,7,Australia,112197.0,751.0,50010.0
1997,7,South Korea,162632.0,1083.0,88863.0
1997,7,Spain,192944.0,1284.0,77289.0
1997,7,Netherlands,111063.0,783.0,37744.0
1997,7,UAE,69796.0,471.0,41899.0
1997,7,Turkey,98408.0,618.0,36692.0
1997,7,Singapore,45474.0,363.0,34327.0
1997,7,Thailand,105501.0,701.0,29841.0
1997,7,Saudi Arabia,45354.0,265.0,14348.0
1997,8,United States,1043037.0,6929.0,422753.0
1997,8,China,370807.0,2479.0,249851.0
1997,8,Italy,374766.0,2495.0,228830.0
1997,8,Mexico,304541.0,2066.0,120381.0
1997,8,Canada,228126.0,1529.0,76203.0
1997,8,Japan,450741.0,3030.0,315826.0
1997,8,Germany,410363.0,2745.0,193891.0
1997,8,United Kingdom,334376.0,2242.0,127517.0
1997,8,France,329249.0,2268.0,223948.0
1997,8,India,164803.0,1095.0,52675.0
1997,8,Brazil,115304.0,755.0,55551.0
1997,8,Australia,98074.0,654.0,50434.0
1997,8,South Korea,141569.0,991.0,81619.0
1997,8,Spain,202885.0,1344.0,88088.0
1997,8,Netherlands,125964.0,867.0,51777.0
1997,8,UAE,72678.0,526.0,31537.0
1997,8,Turkey,87114.0,586.0,30302.0
1997,8,Singapore,67978.0,405.0,28610.0
1997,8,Thailand,115244.0,729.0,46256.0
1997,8,Saudi Arabia,42020.0,276.0,26585.0
1997,9,United States,1034916.0,6879.0,711725.0
1997,9,China,381052.0,2509.0,219245.0
1997,9,Italy,335683.0,2217.0,179889.0
1997,9,Mexico,376072.0,2538.0,154079.0
1997,9,Canada,272740.0,1800.0,100985.0
1997,9,Japan,453910.0,3062.0,149801.0
1997,9,Germany,445786.0,2982.0,239707.0
1997,9,United Kingdom,356903.0,2324.0,140669.0
1997,9,France,354691.0,2386.0,194759.0
1997,9,India,157587.0,1082.0,85398.0
1997,9,Brazil,124443.0,845.0,56852.0
1997,9,Australia,97442.0,662.0,43779.0
1997,9,South Korea,167166.0,1161.0,109250.0
1997,9,Spain,187943.0,1274.0,73396.0
1997,9,Netherlands,126139.0,803.0,39334.0
1997,9,UAE,76728.0,525.0,35470.0
1997,9,Turkey,96880.0,611.0,51694.0
1997,9,Singapore,53186.0,394.0,34937.0
1997,9,Thailand,104058.0,688.0,53371.0
1997,9,Saudi Arabia,34986.0,270.0,18704.0
1997,10,United States,1064469.0,7071.0,717231.0
1997,10,China,337433.0,2293.0,183355.0
1997,10,Italy,353122.0,2332.0,235862.0
1997,10,Mexico,371091.0,2513.0,252771.0
1997,10,Canada,250587.0,1665.0,1736636.0
1997,10,Japan,445528.0,2937.0,151831.0
1997,10,Germany,372414.0,2536.0,150427.0
1997,10,United Kingdom,381442.0,2581.0,151129.0
1997,10,France,337531.0,2212.0,107060.0
1997,10,India,146955.0,942.0,60352.0
1997,10,Brazil,130235.0,848.0,69748.0
1997,10,Australia,107886.0,702.0,36952.0
1997,10,South Korea,177034.0,1156.0,109465.0
1997,10,Spain,182859.0,1236.0,82143.0
1997,10,Netherlands,119659.0,765.0,56150.0
1997,10,UAE,75298.0,504.0,45543.0
1997,10,Turkey,85624.0,590.0,55876.0
1997,10,Singapore,55308.0,384.0,24225.0
1997,10,Thailand,107552.0,721.0,52932.0
1997,10,Saudi Arabia,39018.0,256.0,27927.0
1997,11,United States,1037276.0,6924.0,406697.0
1997,11,China,321167.0,2175.0,193285.0
1997,11,Italy,348251.0,2359.0,118704.0
1997,11,Mexico,349325.0,2310.0,142528.0
1997,11,Canada,257971.0,1718.0,151247.0
1997,11,Japan,441375.0,2826.0,250290.0
1997,11,Germany,457367.0,3061.0,165903.0
1997,11,United Kingdom,359187.0,2450.0,207971.0
1997,11,France,356387.0,2418.0,220801.0
1997,11,India,170782.0,1141.0,102095.0
1997,11,Brazil,118188.0,797.0,65823.0
1997,11,Australia,94599.0,663.0,50347.0
1997,11,South Korea,,,
1997,11,Spain,183891.0,1243.0,113885.0
1997,11,Netherlands,130032.0,926.0,60842.0
1997,11,UAE,77806.0,526.0,41039.0
1997,11,Turkey,90006.0,565.0,43483.0
1997,11,Singapore,56587.0,388.0,30808.0
1997,11,Thailand,105078.0,668.0,46901.0
1997,11,Saudi Arabia,52397.0,283.0,20760.0
1997,12,United States,1009104.0,6688.0,598255.0
1997,12,China,378185.0,2498.0,144858.0
1997,12,Italy,344506.0,2309.0,136067.0
1997,12,Mexico,326685.0,2207.0,198440.0
1997,12,Canada,251718.0,1733.0,176600.0
1997,12,Japan,429993.0,2879.0,245187.0
1997,12,Germany,400569.0,2704.0,165094.0
1997,12,United Kingdom,377254.0,2518.0,164589.0
1997,12,France,300726.0,2038.0,189400.0
1997,12,India,179778.0,1120.0,52652.0
1997,12,Brazil,118916.0,808.0,41078.0
1997,12,Australia,114128.0,701.0,67125.0
1997,12,South Korea,176528.0,1101.0,59058.0
1997,12,Spain,195174.0,1267.0,105816.0
1997,12,Netherlands,130089.0,876.0,81313.0
1997,12,UAE,70069.0,511.0,28577.0
1997,12,Turkey,102199.0,625.0,34999.0
1997,12,Singapore,50929.0,339.0,24166.0
1997,12,Thailand,90510.0,658.0,30709.0
1997,12,Saudi Arabia,55622.0,280.0,16959.0
1998,1,United States,1034280.0,6914.0,617089.0
1998,1,China,376483.0,2486.0,211046.0
1998,1,Italy,350389.0,2268.0,217720.0
1998,1,Mexico,354887.0,2396.0,133541.0
1998,1,Canada,244223.0,1620.0,160509.0
1998,1,Japan,448252.0,2997.0,171663.0
1998,1,Germany,414975.0,2824.0,144491.0
1998,1,United Kingdom,377420.0,2547.0,242323.0
1998,1,France,357639.0,2325.0,105853.0
1998,1,India,185982.0,1179.0,114550.0
1998,1,Brazil,111622.0,757.0,54989.0
1998,1,Australia,103777.0,689.0,36022.0
1998,1,South Korea,177195.0,1205.0,99177.0
1998,1,Spain,208275.0,1377.0,115384.0
1998,1,Netherlands,117574.0,851.0,50168.0
1998,1,UAE,88955.0,520.0,30519.0
1998,1,Turkey,88334.0,598.0,57266.0
1998,1,Singapore,65091.0,427.0,40493.0
1998,1,Thailand,113608.0,742.0,45021.0
1998,1,Saudi Arabia,43459.0,306.0,24070.0
1998,2,United States,,,
1998,2,China,383645.0,2587.0,205112.0
1998,2,Italy,350715.0,2330.0,219925.0
1998,2,Mexico,370157.0,2417.0,124588.0
1998,13,Canada,271539.0,1806.0,103111.0
1998,2,Japan,467535.0,3160.0,192551.0
1998,2,Germany,411698.0,2775.0,260969.0
1998,2,United Kingdom,398944.0,2685.0,167556.0
1998,2,France,321399.0,2137.0,224011.0
1998,2,India,181098.0,1190.0,117764.0
1998,2,Brazil,120242.0,843.0,34738.0
1998,2,Australia,104413.0,758.0,79724.0
1998,2,South Korea,175799.0,1157.0,80012.0
1998,2,Spain,189765.0,1256.0,123307.0
1998,2,Netherlands,131504.0,866.0,67868.0
1998,2,UAE,89088.0,553.0,38810.0
1998,2,Turkey,90388.0,614.0,589092.0
1998,2,Singapore,56228.0,382.0,26628.0
1998,2,Thailand,109628.0,717.0,32155.0
1998,2,Saudi Arabia,46742.0,297.0,22012.0
1998,3,United States,989001.0,6619.0,333791.0
1998,3,China,405206.0,2673.0,229101.0
1998,3,Italy,380157.0,2534.0,160866.0
1998,3,Mexico,341445.0,2309.0,174375.0
1998,3,Canada,243020.0,1625.0,162933.0
1998,3,Japan,468472.0,3065.0,247435.0
1998,3,Germany,442656.0,2908.0,260216.0
1998,3,United Kingdom,377076.0,2507.0,230483.0
1998,3,France,347804.0,2315.0,161809.0
1998,3,India,174098.0,1157.0,81404.0
1998,3,Brazil,,,
1998,3,Australia,109731.0,696.0,68930.0
1998,3,South Korea,163906.0,1134.0,64398.0
1998,3,Spain,-43114.0,-321.0,-19747.0
1998,3,Netherlands,118146.0,832.0,62007.0
1998,3,UAE,78768.0,535.0,32760.0
1998,3,Turkey,102868.0,668.0,33551.0
1998,3,Singapore,57156.0,374.0,25825.0
1998,3,Thailand,110477.0,743.0,32271.0
1998,3,Saudi Arabia,38982.0,280.0,31446.0
1998,4,United States,1057205.0,7104.0,529897.0
1998,4,China,368285.0,2411.0,121595.0
1998,4,Italy,342421.0,2317.0,186995.0
1998,4,Mexico,364084.0,2377.0,143473.0
1998,0,Canada,244014.0,1606.0,166842.0
1998,4,Japan,461502.0,3063.0,179959.0
1998,4,Germany,405962.0,2724.0,135743.0
1998,4,United Kingdom,-86225.0,-583.0,-28027.0
1998,4,France,342561.0,2251.0,174521.0
1998,4,India,179334.0,1245.0,84292.0
1998,4,Brazil,124717.0,835.0,56477.0
1998,4,Australia,109415.0,723.0,50351.0
1998,4,South Korea,178386.0,1187.0,77788.0
1998,4,Spain,206782.0,1431.0,105806.0
1998,4,Netherlands,129288.0,895.0,84873.0
1998,4,UAE,85819.0,564.0,36775.0
1998,13,Turkey,88777.0,542.0,36791.0
1998,4,Singapore,54217.0,363.0,32159.0
1998,4,Thailand,115823.0,715.0,54519.0
1998,4,Saudi Arabia,48130.0,280.0,21202.0
1998,5,United States,1081799.0,7226.0,374284.0
1998,5,China,362530.0,2406.0,204833.0
1998,5,Italy,361243.0,2374.0,196725.0
1998,5,Mexico,365887.0,2472.0,178526.0
1998,5,Canada,232625.0,1548.0,72490.0
1998,5,Japan,419630.0,2780.0,255201.0
1998,5,Germany,432419.0,2925.0,241711.0
1998,5,United Kingdom,375306.0,2460.0,113053.0
1998,5,France,321486.0,2164.0,125945.0
1998,5,India,174273.0,1147.0,73287.0
1998,5,Brazil,122242.0,830.0,42704.0
1998,5,Australia,107549.0,754.0,66937.0
1998,5,South Korea,181235.0,1229.0,58548.0
1998,5,Spain,166337.0,1099.0,100669.0
1998,5,Netherlands,128086.0,837.0,41896.0
1998,5,UAE,81169.0,559.0,30815.0
1998,5,Turkey,113645.0,661.0,52644.0
1998,5,Singapore,61695.0,374.0,29484.0
1998,5,Thailand,104554.0,740.0,50418.0
1998,5,Saudi Arabia,-9844.0,-55.0,-7068.0
1998,6,United States,1019610.0,6826.0,455765.0
1998,6,China,368675.0,2503.0,155518.0
1998,6,Italy,349523.0,2321.0,219198.0
1998,6,Mexico,359309.0,2450.0,258087.0
1998,6,Canada,247859.0,1704.0,140389.0
1998,6,Japan,431533.0,2949.0,141172.0
1998,6,Germany,435630.0,2940.0,210182.0
1998,6,United Kingdom,400454.0,2651.0,216036.0
1998,6,France,,,
1998,6,India,174680.0,1170.0,110638.0
1998,6,Brazil,113747.0,819.0,57996.0
1998,6,Australia,94616.0,667.0,37156.0
1998,6,South Korea,190795.0,1304.0,107080.0
1998,6,Spain,-25633.0,-168.0,-17075.0
1998,6,Netherlands,143285.0,950.0,70843.0
1998,6,UAE,73202.0,520.0,46260.0
1998,6,Turkey,87213.0,581.0,51823.0
1998,6,Singapore,56985.0,402.0,44998.0
1998,6,Thailand,115382.0,719.0,43704.0
1998,6,Saudi Arabia,46379.0,293.0,21394.0
1998,7,United States,1009060.0,6728.0,420881.0
1998,7,China,372724.0,2463.0,121114.0
1998,7,Italy,340725.0,2293.0,143076.0
1998,7,Mexiko,351385.0,2327.0,219656.0
1998,7,Canada,-106100.0,-670.0,-40605.0
1998,7,Japan,471062.0,3131.0,319560.0
1998,7,Germnay,-49819.0,-303.0,-20094.0
1998,7,United Kingdom,379370.0,2525.0,207965.0
1998,7,France,327901.0,2205.0,151272.0
1998,7,India,165661.0,1107.0,61610.0
1998,7,Brazil,133840.0,874.0,68568.0
1998,7,Australia,96720.0,650.0,39147.0
1998,7,South Korea,176444.0,1141.0,107519.0
1998,7,Spain,203535.0,1369.0,135206.0
1998,7,Netherlands,118279.0,822.0,36556.0
1998,7,UAE,72677.0,505.0,25975.0
1998,7,Turkey,92655.0,595.0,51590.0
1998,7,Singapore,49224.0,354.0,20602.0
1998,7,Thailand,97732.0,688.0,29303.0
1998,7,Saudi Arabia,35583.0,277.0,18638.0
1998,8,United States,956605.0,6388.0,595361.0
1998,8,China,362679.0,2459.0,112952.0
1998,8,Italy,330070.0,2153.0,208536.0
1998,8,Mexico,384722.0,2489.0,164638.0
1998,8,Canada,257800.0,1709.0,92816.0
1998,8,Japan,456128.0,3064.0,203564.0
1998,8,Germany,442243.0,2932.0,272103.0
1998,8,United Kingdom,377856.0,2553.0,205214.0
1998,8,France,292098.0,1945.0,147898.0
1998,8,India,152588.0,1073.0,57507.0
1998,8,Brazil,120114.0,845.0,59246.0
1998,8,Australia,111227.0,759.0,53553.0
1998,8,South Korea,174799.0,1177.0,101012.0
1998,8,Spain,205877.0,1399.0,115605.0
1998,8,Netherlands,114465.0,758.0,70038.0
1998,8,UAE,83045.0,536.0,56351.0
1998,8,Turkey,87552.0,584.0,38966.0
1998,8,Singapore,57684.0,378.0,29666.0
1998,8,Thailand,122026.0,783.0,38624.0
1998,8,Saudi Arabia,42794.0,294.0,16215.0
1998,9,United States,1087229.0,7184.0,340810.0
1998,9,China,406764.0,2694.0,207156.0
1998,9,Italy,346042.0,2339.0,141487.0
1998,9,Mexico,322117.0,2127.0,205206.0
1998,9,Canada,239970.0,1624.0,97941.0
1998,9,Japan,466644.0,3095.0,178947.0
1998,9,Germany,397967.0,2617.0,216745.0
1998,9,United Kingdom,427438.0,2813.0,149407.0
1998,9,France,343680.0,2260.0,108803.0
1998,9,India,182111.0,1197.0,113569.0
1998,9,Brazil,125380.0,846.0,87254.0
1998,9,Australia,110767.0,733.0,60845.0
1998,9,South Korea,177284.0,1216.0,63454.0
1998,9,Spain,190196.0,1256.0,70977.0
1998,9,Netherlands,122293.0,833.0,58503.0
1998,9,UAE,92821.0,590.0,58581.0
1998,9,Turkey,88465.0,643.0,30456.0
1998,9,Singapore,58683.0,399.0,32296.0
1998,9,Thailand,115535.0,785.0,65556.0
1998,9,Saudi Arabia,35913.0,251.0,7167.0
1998,10,United States,954207.0,6314.0,627028.0
1998,10,China,356442.0,2374.0,108263.0
1998,10,Italy,348859.0,2334.0,205290.0
1998,10,Mexico,342939.0,2268.0,215273.0
1998,10,Canada,245566.0,1691.0,131106.0
1998,10,Japan,491941.0,3321.0,265451.0
1998,10,Germany,411355.0,2786.0,210657.0
1998,10,United Kingdom,375425.0,2537.0,236381.0
1998,10,France,344331.0,2309.0,215306.0
1998,10,India,175632.0,1181.0,78564.0
1998,10,Brazil,120150.0,804.0,60649.0
1998,10,Australia,101010.0,713.0,36810.0
1998,10,South Korea,167660.0,1109.0,74671.0
1998,10,Spain,183910.0,1266.0,123421.0
1998,10,Netherlands,130336.0,867.0,59693.0
1998,10,UAE,91590.0,577.0,57171.0
1998,10,Turkey,87564.0,598.0,52537.0
1998,10,Singapore,57645.0,402.0,19368.0
1998,10,Thailand,117943.0,787.0,51519.0
1998,10,Saudi Arabia,41880.0,274.0,26751.0
1998,11,United States,1062184.0,7074.0,491085.0
1998,11,China,332615.0,2263.0,182420.0
1998,11,Italy,372860.0,2477.0,133766.0
1998,11,Mexico,367607.0,2458.0,155322.0
1998,11,Canada,258416.0,1751.0,177078.0
1998,11,Japan,426140.0,2839.0,268345.0
1998,11,Germany,461167.0,3058.0,167121.0
1998,11,United Kingdom,380457.0,2521.0,244826.0
1998,11,France,321507.0,2128.0,147149.0
1998,11,India,177676.0,1149.0,89095.0
1998,11,Brazil,,,
1998,11,Australia,109141.0,695.0,52941.0
1998,11,South Korea,192693.0,1267.0,68911.0
1998,11,Spain,221689.0,1417.0,125366.0
1998,11,Netherlands,129134.0,830.0,84796.0
1998,11,UAE,88762.0,527.0,29524.0
1998,11,Turkey,108316.0,671.0,56414.0
1998,11,Singapore,62691.0,405.0,15864.0
1998,11,Thailand,109748.0,705.0,66872.0
1998,11,Saudi Arabia,36979.0,285.0,24670.0
1998,12,United States,978047.0,6489.0,582178.0
1998,12,China,403389.0,2692.0,250433.0
1998,12,Italy,340962.0,2266.0,224889.0
1998,12,Mexico,339948.0,2241.0,162441.0
1998,12,Canada,229486.0,1511.0,91280.0
1998,12,Japan,474632.0,3135.0,155619.0
1998,12,Germany,-213799.0,-1470.0,-133201.0
1998,12,United Kingdom,369660.0,2439.0,192152.0
1998,12,France,353567.0,2320.0,109001.0
1998,12,India,172907.0,1115.0,73422.0
1998,12,Brazil,128956.0,821.0,79606.0
1998,12,Australia,113820.0,724.0,55257.0
1998,12,South Korea,174962.0,1177.0,95165.0
1998,12,Spain,202259.0,1360.0,75221.0
1998,12,Netherlands,134755.0,891.0,45203.0
1998,12,UAE,80449.0,526.0,34276.0
1998,12,Turkey,87874.0,611.0,63398.0
1998,12,Singapore,62554.0,399.0,34315.0
1998,12,Thailand,101099.0,659.0,62963.0
1998,12,Saudi Arabia,49359.0,280.0,27307.0
1999,1,United States,1139070.0,7579.0,702980.0
1999,1,China,420510.0,2802.0,204858.0
1999,1,Italy,335204.0,2241.0,186145.0
1999,1,Mexico,359247.0,2434.0,137785.0
1999,1,Canada,268820.0,1790.0,84585.0
1999,1,Japan,463344.0,3103.0,154574.0
1999,1,Deutschland,429684.0,2900.0,224940.0
1999,1,United Kingdom,349805.0,2325.0,194647.0
1999,1,France,333544.0,2212.0,223472.0
1999,1,India,201401.0,1371.0,125840.0
1999,1,Brazil,114516.0,762.0,62275.0
1999,1,Australia,103598.0,694.0,42443.0
1999,1,South Korea,200486.0,1279.0,60207.0
1999,1,Spain,205183.0,1378.0,105511.0
1999,1,Netherlands,139644.0,917.0,72304.0
1999,1,UAE,77438.0,528.0,27597.0
1999,1,Turkey,102352.0,701.0,66512.0
1999,1,Singapore,66062.0,398.0,18771.0
1999,1,Thailand,140184.0,862.0,73916.0
1999,1,Saudi Arabia,46926.0,297.0,13799.0
1999,2,United States,1107229.0,7382.0,495079.0
1999,2,China,427212.0,2847.0,239375.0
1999,2,Italy,353896.0,2414.0,126985.0
1999,2,Mexico,409006.0,2829.0,138643.0
1999,2,Canada,251505.0,1678.0,105938.0
1999,2,Japan,466351.0,3131.0,319429.0
1999,2,Germany,,,
1999,2,United Kingdom,363010.0,2427.0,176841.0
1999,2,France,331435.0,2266.0,175636.0
1999,2,India,187457.0,1180.0,58609.0
1999,2,Brazil,,,
1999,2,Australia,99958.0,704.0,59714.0
1999,2,South Korea,188053.0,1283.0,106694.0
1999,2,Spain,195894.0,1.0,121981.0
1999,2,Netherlands,139265.0,954.0,94920.0
1999,2,UAE,84305.0,612.0,55993.0
1999,2,Turkey,86981.0,617.0,29075.0
1999,2,Singapore,60989.0,414.0,38520.0
1999,2,Thailand,124536.0,735.0,37965.0
1999,2,Saudi Arabia,41701.0,262.0,19905.0
1999,3,United States,1089931.0,7204.0,584114.0
1999,3,China,348072.0,2284.0,205680.0
1999,3,Italy,325415.0,2165.0,139704.0
1999,3,Mexico,404119.0,2704.0,257047.0
1999,3,Canada,235756.0,1611.0,105660.0
1999,3,Japan,414944.0,2771.0,184416.0
1999,3,Germany,475769.0,3159.0,282218.0
1999,3,United Kingdom,379633.0,2497.0,181553.0
1999,3,France,343526.0,2267.0,111131.0
1999,3,India,183415.0,1236.0,96022.0
1999,3,Brazil,116651.0,821.0,56127.0
1999,3,Australia,123568.0,800.0,58112.0
1999,3,South Korea,181310.0,1266.0,134682.0
1999,3,Spain,201708.0,1349.0,90246.0
1999,3,Netherlands,128103.0,855.0,79839.0
1999,3,UAE,81261.0,537.0,31712.0
1999,3,Turkey,87388.0,626.0,55823.0
1999,3,Singapore,63152.0,457.0,46127.0
1999,3,Thailand,117038.0,761.0,76806.0
1999,3,Saudi Arabia,39907.0,294.0,21487.0
1999,4,United States,-362505.0,-2375.0,-168778.0
1999,4,China,384670.0,2610.0,248020.0
1999,4,Italy,379529.0,2559.0,150223.0
1999,4,Mexico,310689.0,2114.0,108075.0
1999,4,Canada,285169.0,1871.0,148973.0
1999,4,Japan,444796.0,2873.0,139336.0
1999,4,Germany,428179.0,2849.0,279935.0
1999,4,United Kingdom,391231.0,2570.0,206120.0
1999,4,France,344447.0,2291.0,199018.0
1999,4,India,199363.0,1316.0,118117.0
1999,4,Brazil,120946.0,804.0,85968.0
1999,4,Australia,111391.0,758.0,48002.0
1999,4,South Korea,161319.0,1081.0,109568.0
1999,4,Spain,216961.0,1445.0,73519.0
1999,4,Netherlands,138161.0,919.0,95576.0
1999,4,UAE,84132.0,594.0,50144.0
1999,4,Turkey,104889.0,691.0,45679.0
1999,4,Singapore,72545.0,448.0,46612.0
1999,4,Thailand,126942.0,814.0,60298.0
1999,4,Saudi Arabia,44504.0,294.0,12676.0
1999,5,United States,1101949.0,7403.0,757415.0
1999,5,China,373836.0,2463.0,219551.0
1999,5,Italy,347736.0,2304.0,217204.0
1999,5,Mexico,393067.0,2616.0,151797.0
1999,5,Canada,259452.0,1740.0,137845.0
1999,5,Japan,468397.0,3153.0,308499.0
1999,5,Germany,460267.0,3073.0,243270.0
1999,5,United Kingdom,374561.0,2490.0,146007.0
1999,5,France,324793.0,2198.0,145554.0
1999,5,India,182870.0,1213.0,117453.0
1999,5,Brazil,130949.0,842.0,51833.0
1999,5,Australia,111078.0,741.0,46357.0
1999,0,South Korea,186693.0,1245.0,65504.0
1999,5,Spain,218737.0,1449.0,84639.0
1999,5,Netherlands,129241.0,830.0,63715.0
1999,5,UAE,78726.0,528.0,30256.0
1999,5,Turkey,,,
1999,5,Singapore,70449.0,452.0,39900.0
1999,5,Thailand,123275.0,812.0,73615.0
1999,5,Saudi Arabia,49304.0,293.0,24171.0
1999,6,United States,1112273.0,7436.0,695489.0
1999,6,China,425775.0,2856.0,1327768.0
1999,6,Italy,371267.0,2456.0,219422.0
1999,6,Mexico,339498.0,2290.0,226070.0
1999,6,Canada,259629.0,1725.0,107455.0
1999,6,Japan,431543.0,2870.0,141153.0
1999,6,Germany,475231.0,3074.0,226479.0
1999,6,United Kingdom,384252.0,2602.0,239685.0
1999,6,France,365383.0,2445.0,169633.0
1999,6,India,210729.0,1376.0,139780.0
1999,6,Brazil,122806.0,809.0,60167.0
1999,6,Australia,110558.0,762.0,65221.0
1999,6,South Korea,189178.0,1280.0,123315.0
1999,6,Spain,201119.0,-1.0,89460.0
1999,6,Netherlands,138064.0,898.0,45343.0
1999,6,UAE,99438.0,612.0,43126.0
1999,6,Turkey,-19704.0,-140.0,-16698.0
1999,6,Singapore,67831.0,412.0,29480.0
1999,6,Thailand,105082.0,695.0,53696.0
1999,6,Saudi Arabia,44345.0,287.0,28082.0
1999,7,United States,,,
1999,7,China,424983.0,2837.0,238377.0
1999,7,Italy,367376.0,2493.0,226865.0
1999,7,Mexico,390054.0,2601.0,270740.0
1999,7,Canada,242111.0,1630.0,127115.0
1999,7,Japan,456602.0,3027.0,237519.0
1999,7,Germany,439036.0,2972.0,193922.0
1999,7,United Kingdom,354141.0,2351.0,241038.0
1999,7,France,308519.0,2120.0,205883.0
1999,7,India,170781.0,1150.0,117919.0
1999,7,Brazil,119048.0,829.0,67758.0
1999,7,Australia,104511.0,747.0,51282.0
1999,7,South Korea,,,
1999,7,Spain,199276.0,1315.0,69079.0
1999,7,Netherlands,128129.0,781.0,68436.0
1999,7,UAE,91840.0,660.0,47427.0
1999,7,Turkey,85925.0,615.0,56900.0
1999,7,Singapore,63858.0,404.0,16329.0
1999,7,Thailand,115569.0,786.0,76660.0
1999,7,Saudi Arabia,44339.0,253.0,22774.0
1999,8,United States,974838.0,6554.0,482801.0
1999,8,China,433622.0,2831.0,284758.0
1999,8,Italy,356497.0,2425.0,248419.0
1999,8,Mexico,352000.0,2408.0,164237.0
1999,8,Canada,262840.0,1712.0,103740.0
1999,8,Japan,504639.0,3341.0,270885.0
1999,8,Germany,423361.0,2803.0,206867.0
1999,8,United Kingdom,383901.0,2565.0,237162.0
1999,8,France,305636.0,2066.0,204793.0
1999,8,India,215992.0,0.0,107324.0
1999,8,Brazil,108332.0,791.0,776628.0
1999,8,Australia,115572.0,776.0,44666.0
1999,8,South Korea,,,
1999,8,Spain,182159.0,1265.0,57497.0
1999,8,Netherlands,121909.0,856.0,73053.0
1999,8,UAE,101677.0,617.0,33697.0
1999,8,Turkey,89656.0,637.0,46872.0
1999,8,Singapore,59954.0,419.0,26087.0
1999,8,Thailand,122369.0,821.0,43694.0
1999,8,Saudi Arabia,47751.0,302.0,22278.0
1999,9,United States,1032793.0,6933.0,381491.0
1999,9,China,423991.0,2849.0,205810.0
1999,9,Italy,358318.0,2419.0,131051.0
1999,9,Mexico,392977.0,2562.0,122266.0
1999,9,Canada,256283.0,1686.0,98334.0
1999,9,Japan,416936.0,2766.0,145097.0
1999,9,Germany,444322.0,2961.0,149721.0
1999,9,United Kingdom,390026.0,2549.0,179617.0
1999,9,France,348707.0,2325.0,227071.0
1999,9,India,187574.0,1259.0,98478.0
1999,9,Brazil,139769.0,892.0,81057.0
1999,9,Australia,117570.0,756.0,56917.0
1999,9,South Korea,191600.0,1222.0,86557.0
1999,9,Spain,203651.0,1323.0,66688.0
1999,9,Netherlands,136670.0,899.0,87019.0
1999,9,UAE,85254.0,567.0,49433.0
1999,9,Turkey,94555.0,656.0,63780.0
1999,9,Singapore,63744.0,412.0,37871.0
1999,9,Thailand,123076.0,814.0,79579.0
